Kx,Ky,Kz,Kt,Kw,epsilon_old,epsilon_z,Delta_epsilon,gap_old,gap_z,favored_sector
1.0,1.0,1.0,1.0,1.0,-1.063544409973365,-1.063544409973365,0.0,1.9999999999999978,1.9999999999999998,TIE
